Latitude,Longitude
-38.6198952,146.7192984
-37.1155786,144.96489530000002
-37.9050638,147.87716819999997
-38.5948834,147.5579624
-36.872535600000006,147.56172880000003
-37.769972499999994,144.46359630000003
-38.0087061,143.9861271
-37.6997138,144.2956886
-37.3740151,147.0131656
-37.7121452,148.2286086
-36.6209021,145.3057199
-36.8344115,144.0153291
-38.10934279999999,144.24311569999998
-36.5434934,148.3763377
-38.5787981,147.71100049999998
-38.308259899999996,142.83230690000002
-36.6411648,143.7267892
-37.4290095,146.7077369
-37.8835119,145.7691056
-36.5863534,142.9252378
-37.8554385,147.7887606
-37.9265636,145.2736861
-38.5392971,143.2339169
-38.111754,144.2187266
-36.664725700000005,148.3593882
-37.8695939,145.73936709999998
-36.5491131,147.16449709999998
-38.86814520000001,145.07325319999998
-38.4384069,144.7793024
-37.8549565,147.6448291
-36.5576125,147.3658446
-38.7291088,143.0989879
-37.2056346,143.85771499999998
-38.9428848,143.50802009999998
-36.74831079999999,144.14402009999998
-38.646818200000006,144.8382711
-37.5909552,143.29407890000002
-36.650701399999996,143.940558
-38.8346857,147.12774309999998
-36.612903499999994,145.2051751
-37.8974978,147.7859119
-36.5245323,144.4944389
-38.6169333,142.8204347
-38.808339200000006,147.91338259999998
-36.5356924,144.66733269999997
-36.7034089,146.7758028
-37.556225700000006,144.5221494
-36.7440106,148.3978721
-38.9385634,143.21279769999998
-36.6197162,145.1148452
-38.5486459,146.8000428
-37.8454734,148.2907696
-37.4553614,146.018363
-37.7242485,146.7587475
-38.3517599,146.05426699999998
-36.535875700000005,147.153694
-37.2248674,144.2368094
-38.3460916,143.990249
-37.1195105,146.3537534
-37.776574700000005,146.5575931
-36.525833500000005,147.2698515
-38.345132899999996,145.88776069999997
-36.6378422,146.0725189
-38.33131420000001,146.71204630000003
-38.8799974,143.1673437
-37.2482828,146.8788888
-37.206295000000004,144.2190794
-38.3279744,143.8385635
-38.5341576,142.8656504
-38.724438799999994,144.28257230000003
-37.061148700000004,146.283137
-37.106514600000004,148.4451215
-36.974048100000005,144.10864119999997
-36.9087531,147.55404819999998
-37.6000652,145.0635339
-38.337418,143.7282865
-36.6140324,143.03490359999998
-37.885829799999996,146.8209343
-36.5892995,145.80348999999998
-37.541458299999995,145.1065004
-38.3580434,146.109307
-38.419827399999996,145.51655269999998
-38.194697,146.84374609999998
-37.790313899999994,147.0758516
-36.5505367,144.4393997
-37.8914386,144.10554299999998
-38.5543435,146.6887757
-38.131934,146.8958108
-38.52676470000001,148.3532811
-37.0569696,143.05842909999998
-37.992244299999996,143.1805539
-37.5279058,142.81567719999998
-38.9290561,143.44797830000002
-38.0911074,142.9193869
-36.807041299999995,147.4856164
-37.161706,143.67939950000002
-37.971178,143.74919609999998
-37.4289456,144.1711663
-38.5119458,145.4050967
-37.8138268,144.4324682
-38.917585700000004,146.2851081
-37.3297,144.8753816
-36.54992120000001,144.5236191
-38.72343529999999,144.2998187
-37.9531904,145.48230709999999
-37.8142477,146.88827560000001
-37.7416644,146.05231719999998
-37.3510516,146.6962586
-36.5547346,144.9623443
-38.9614289,145.6804167
-37.3409081,146.7752411
-37.0121274,144.28455549999998
-37.2621489,148.4337906
-37.232010100000004,145.0208496
-36.969690299999996,143.9729955
-38.3177477,146.71168980000002
-38.8531093,143.4195061
-38.084308,145.3218304
-38.6763186,146.8231466
-38.1257156,144.7133116
-38.7329456,144.33156019999998
-37.346609,145.5800595
-38.692832200000005,146.7286436
-36.7705504,145.511575
-38.9498386,146.96096799999998
-36.559468100000004,146.0305404
-36.5114402,144.7744775
-37.096848200000004,146.4853618
-37.241952399999995,144.7749376
-36.7225088,143.58934230000003
-37.396673299999996,145.6481125
-37.626645200000006,148.1640295
-37.2266779,144.32482530000001
-36.56265379999999,145.0917789
-36.7330069,145.8342743
-38.8759552,147.9665619
-37.350628,148.1085182
-37.6087583,142.839318
-38.6371921,146.63965919999998
-37.8101665,143.7806852
-37.050870200000006,143.6691964
-38.2621706,142.7715407
-36.6197162,145.1148452
-36.5897151,142.97105439999999
-38.593398,144.93797849999999
-37.3393704,144.28713330000002
-38.055636799999995,143.2269681
-38.2338942,148.42538369999997
-39.0068205,143.48847609999999
-38.4494706,147.6596416
-37.6483959,142.7723695
-36.5848734,144.9797594
-38.3726696,146.0436851
-36.888028600000005,144.13452780000003
-37.74706679999999,148.2774809
-37.3825744,144.84996189999998
-36.7068061,146.7448786
-36.816723100000004,144.0549744
-36.653449,145.0065885
-37.5058682,142.84966269999998
-37.143445899999996,143.6457699
-37.5265053,146.12520769999998
-36.6093013,144.5789302
-38.6398751,145.0341098
-37.6285,143.7855245
-36.74616470000001,147.77067160000001
-38.4597404,143.8948195
-36.744882200000006,146.8729291
-37.5109705,147.7899414
-36.6005442,147.20114819999998
-38.414016600000004,143.3539758
-37.554575299999996,143.205605
-38.411286499999996,144.81195390000002
-38.117886,143.6969504
-37.071709000000006,143.1545252
-37.431757399999995,143.4028306
-37.9831441,147.90318059999998
-37.7998666,146.9413162
-37.3344583,144.8857277
-37.77199470000001,144.58282830000002
-38.3737614,145.9347748
-38.053616399999996,142.8299044
-37.7752617,145.74330790000002
-36.892723600000004,144.2494161
-36.5919537,145.1220975
-37.281131200000004,146.3458948
-36.583931400000004,146.68021399999998
-38.354755700000005,145.4708752
-36.5298956,143.8636301
-38.32159620000001,146.12677069999998
-38.05148079999999,145.4224003
-37.6075711,145.0428407
-37.807451799999996,143.37144080000002
-37.5847908,145.1323497
-38.5017843,146.1470581
-38.3580434,146.109307
-38.5698476,146.6359313
-36.899565100000004,143.97314619999997
-38.6250981,145.05836230000003
-38.6516141,144.8680776
-37.8494054,146.95594499999999
-37.803752,143.87092130000002
-37.9957407,143.56978590000003
-36.944606799999995,142.9659375
-38.2505604,148.3436807
-37.360391899999996,145.6792027
-37.5094474,143.2845879
-38.6250981,144.7816483
-37.1074475,146.226847
-37.846854799999996,146.2698456
-36.5602071,147.1327611
-38.618536600000006,148.1606004
-36.7349667,148.0697702
-38.597182600000004,148.3369715
-38.3620195,147.3849424
-37.652527899999995,144.9003656
-38.4311893,143.0433997
-37.954531599999996,144.0384009
-37.35632639999999,146.8005924
-36.6398055,147.2985103
-37.7142358,144.5438224
-36.5188739,143.818904
-36.6700461,145.1437119
-36.669982899999994,144.7063194
-37.779450700000005,148.11795469999998
-38.5114849,147.7769061
-37.2732563,146.3320783
-38.9164149,147.1789811
-38.12011879999999,144.5998979
-37.936511100000004,144.201774
-36.572132700000004,148.33560219999998
-36.7603309,146.87159599999998
-37.731005700000004,148.2660476
-36.6456261,147.8271514
-38.4951886,147.5980847
-36.5669315,143.7086404
-37.28251420000001,144.6634256
-36.5697936,144.8098008
-36.958711799999996,147.3003625
-37.0557178,146.431201
-37.508044,146.17548680000002
-37.2503594,144.70243059999999
-37.373106799999995,147.3485071
-36.5602497,144.7231696
-38.177062299999996,147.20816200000002
-38.6785282,145.0524216
-38.7180179,146.7464438
-38.608885,147.765005
-38.7440615,143.0031734
-37.474532399999994,146.31928530000002
-36.8589222,144.0777385
-37.8769216,146.23998419999998
-38.1988625,146.8621637
-38.1744261,148.414101
-36.565063,148.30163090000002
-38.1252323,146.62181950000002
-38.8181166,143.4596786
-36.6535495,145.23462719999998
-37.6367633,142.97931100000002
-38.207343200000004,147.4797372
-37.0302151,142.9329091
-36.9613513,145.42124280000002
-38.563159000000006,146.5880426
-37.348101799999995,147.8346422
-38.9021745,144.93253330000002
-38.2515555,147.3058935
-38.837698100000004,146.50626599999998
-37.116656799999994,146.38580890000003
-37.665603499999996,148.15289209999997
-37.7937724,146.82267480000002
-38.9384414,143.3877253
-37.2560479,148.29899780000002
-37.4055016,144.0745622
-36.5270287,148.2713211
-37.6422862,142.78810790000003
-37.8268859,145.74090719999998
-38.294805100000005,142.840405
-38.7644993,143.00636630000002
-37.2621489,148.4337906
-37.3820495,143.22099550000001
-38.3244355,143.9406195
-36.5575693,145.9144104
-38.8647805,143.13877340000002
-38.9646132,145.6308956
-37.4930005,147.2287939
-38.989061,145.0482898
-38.3652111,145.53529699999999
-36.589893100000005,144.60995390000002
-37.6241263,144.3576192
-36.674021999999994,143.90944009999998
-37.64226370000001,145.1191106
-37.6062926,143.2705862
-36.7859132,146.0360657
-36.691458700000005,148.33560219999998
-38.9475807,145.6722219
-37.524865500000004,145.1867659
-38.465587400000004,144.9840826
-36.7440106,148.3978721
-37.3667716,147.2782695
-38.087435799999994,147.7614956
-37.261071799999996,144.0946256
-37.4754777,143.5194768
-37.700059499999995,144.4482137
-37.4223693,146.9056974
-37.7612191,148.4423909
-36.5993989,144.5608769
-36.6694982,144.5561846
-38.255953399999996,146.88922209999998
-38.695812100000005,146.72888799999998
-38.085652,145.30654719999998
-37.476930700000004,147.9071794
-38.9008639,146.2802408
-36.5389341,148.2264533
-36.57141,145.928274
-38.382245899999994,147.2454538
-38.495648200000005,144.7384845
-38.617781,147.803906
-38.097409899999995,146.6816524
-38.989061,145.0482898
-37.9304339,144.1332975
-37.7937724,147.0758679
-37.7344984,142.9154293
-38.8145614,148.13622980000002
-36.5854249,142.81394630000003
-37.9883532,144.82034330000002
-36.6694982,144.61437769999998
-37.893002100000004,144.68024609999998
-36.99167979999999,145.53341559999998
-38.8932695,145.6863968
-38.4805695,146.18711069999998
-37.8285643,148.2907696
-36.592352899999995,146.8925616
-38.385596299999996,146.0286043
-38.8527861,144.40844099999998
-38.6014243,144.4341625
-38.071290999999995,148.27247659999998
-38.294805100000005,142.77218480000002
-38.4481833,146.1223419
-38.086814399999994,142.8744954
-36.835762200000005,142.99653909999998
-38.1083787,144.1939259
-37.5152079,143.2941065
-38.426808799999996,145.9955903
-37.382090600000005,148.3471585
-38.9576447,146.910269
-37.1502641,144.9232278
-36.6301813,142.8006261
-37.9393925,147.5507796
-37.4988874,146.9645139
-37.464163799999994,142.9840483
-36.607309,148.3625695
-37.4997242,146.1183939
-37.400085499999996,144.79260980000004
-38.3038209,148.40499119999998
-38.4226873,145.8987663
-37.730540600000005,148.36874219999999
-37.9944551,147.7459561
-36.6562414,147.27049399999999
-37.4174249,147.35111919999997
-37.9093564,146.05674219999997
-38.0388675,146.8958108
-36.982863200000004,147.3134489
-37.6367633,142.96035030000002
-37.2833127,144.985042
-37.6165439,148.2649085
-38.899404600000004,147.20754240000002
-37.980028000000004,144.6575144
-37.291314,144.20960390000002
-36.672688,144.7145993
-36.7628273,147.3355421
-37.8408148,143.13699519999997
-38.6062242,145.57826219999998
-38.0876402,147.8356445
-36.9573155,143.03466609999998
-38.8006715,144.42514609999998
-37.1542091,143.6976007
-36.6095347,143.9005857
-38.8153466,147.0001001
-38.9375824,144.9776741
-37.8585237,146.44549619999998
-37.5890199,148.2400003
-36.7896701,147.5066426
-36.7751488,147.8598102
-38.291269299999996,143.92301819999997
-37.3853574,146.1898851
-38.46813579999999,144.9166169
-38.815363500000004,145.1005158
-36.9346746,147.45272830000002
-37.9901544,143.61835280000003
-38.3766357,145.99239269999998
-38.094232899999994,143.5596244
-38.125006400000004,146.685719
-37.150945,148.3685775
-37.259770399999994,147.1828208
-37.33613629999999,148.04263390000003
-38.5055088,145.31318530000001
-37.3874781,145.5405495
-36.6164935,146.85416619999998
-38.5374396,145.9716955
-38.627851,147.81772959999998
-37.84787670000001,145.86401
-37.610825899999995,144.50733689999998
-37.6853474,143.0529906
-38.9178645,142.9427843
-37.4278403,148.08050319999998
-37.31615,145.7154952
-36.5149544,142.86096369999999
-37.485849200000004,147.8918663
-38.1129238,148.3205723
-37.8499852,146.88844440000003
-38.5055101,143.90919499999998
-38.611934000000005,146.617601
-37.599822700000004,148.25042130000003
-38.9951448,147.0781892
-38.1083787,144.20040469999998
-37.9190283,143.10393059999998
-38.43031,145.89898159999998
-38.8907703,146.4248785
-38.4553345,144.8586762
-37.1825586,146.3736476
-38.4830382,144.7725725
-37.206295000000004,144.2190794
-38.1356524,146.76476069999998
-37.995851,144.0976054
-38.0442716,144.6182876
-37.7869189,148.3193388
-38.2598571,147.229319
-36.9772304,147.5373779
-38.447449799999994,148.2527364
-37.2539909,144.318351
-37.8784128,146.3877864
-37.86161920000001,143.0781685
-38.4968122,145.5074771
-38.4769981,145.4806446
-36.899384000000005,145.6158749
-38.3032314,148.2704898
-38.086814399999994,142.7938418
-37.09370379999999,143.8355299
-38.942995,145.577186
-38.6058445,148.35739080000002
-37.8789156,146.902952
-37.5319972,145.1724744
-37.2294668,145.7066579
-38.9433083,145.25032969999998
-37.043143900000004,142.9369404
-36.613270299999996,143.0413153
-38.9553397,146.5563721
-37.6886987,146.409737
-36.7583192,147.3211489
-36.6059035,146.73456090000002
-36.9694062,144.0440621
-38.3984893,143.31276
-38.2347323,147.3860159
-37.7884561,145.0429214
-37.666414200000006,144.5889054
-36.8144062,147.44088689999998
-38.9331662,145.7607341
-38.557111299999995,145.29715530000001
-36.617145,146.73201740000002
-37.7434312,144.57243559999998
-37.3376431,144.70361210000002
-37.8643618,145.7674626
-36.6098202,145.2798312
-38.504170200000004,145.4101989
-36.7252061,148.4370878
-38.1872387,143.6218887
-38.113554799999996,142.9472948
-36.6519133,142.9966155
-38.2275713,147.3866646
-38.550763700000005,148.2101718
-37.115644700000004,143.5301159
-37.238902200000005,144.12584740000003
-38.6198952,146.7192984
-36.696782899999995,148.3066065
-38.996911,147.19386310000002
-38.6956244,146.64199580000002
-38.8730952,143.1364922
-38.9981339,146.5223699
-38.626393900000004,142.86446719999998
-37.9622651,147.6096668
-37.533851899999995,142.9078709
-36.8655213,147.98565159999998
-37.9661568,145.84765330000002
-37.6174453,148.19714330000002
-38.2735222,143.1148793
-36.6098492,143.6202496
-37.3455032,147.3545726
-36.5752419,147.2893892
-38.258523600000004,148.4096882
-36.980181200000004,147.29036000000002
-38.0936058,142.7949073
-37.502940100000004,142.97569919999998
-38.0654828,147.7179129
-38.1722633,142.94024840000003
-36.967049100000004,144.27629419999997
-37.4361601,145.5887688
-37.014218400000004,144.1621541
-36.668263,147.40580569999997
-36.622630799999996,148.41877309999998
-37.4009016,146.7514069
-37.1880635,146.2830293
-37.544816,145.08324819999999
-36.5239808,143.8970979
-37.9863086,143.27039340000002
-38.1142178,146.9138036
-38.8309333,145.098856
-38.8956007,143.1179105
-37.8285222,145.9886138
-37.2968102,144.30115130000001
-38.9079195,145.4775388
-38.6002956,144.4970415
-36.651104,144.53080500000002
-36.645825,143.79676919999997
-37.77321129999999,146.8380174
-36.7114052,145.2798312
-37.600368200000005,143.2732141
-38.695812100000005,146.8170503
-36.5228314,147.1000554
-38.304837299999996,142.7880404
-38.8582821,145.7800781
-37.203110200000005,143.64902869999997
-38.93191289999999,143.13993190000002
-36.62680220000001,144.69212439999998
-37.8239933,146.2275663
-37.0811414,143.08143710000002
-37.8511995,145.7464343
-37.4889366,143.4261545
-36.6363174,143.76015790000002
-38.9351051,145.7420403
-38.855732,144.5191065
-37.2392206,144.0463214
-38.94453789999999,145.15353969999998
-36.5096516,143.7213723
-37.3919717,145.7080627
-37.4691615,146.3447
-37.2953152,148.35673180000003
-38.979006700000006,146.49605490000002
-37.9701965,147.69165619999998
-37.8943838,144.25743119999998
-38.453905799999994,145.5339834
-37.6784605,143.6329792
-37.5319972,144.929944
-38.5533907,146.1814543
-38.962206099999996,143.6626725
-37.870856700000004,144.0573302
-37.4683275,148.0268705
-38.6206376,146.53835759999998
-36.923463500000004,147.3543617
-38.744575,146.7045794
-37.3409948,144.1760864
-38.2944138,147.34042759999997
-38.9356644,145.1117372
-37.8953983,144.6532187
-38.3374335,144.0031543
-37.581219,145.09992869999996
-38.5313067,145.04058490000003
-37.44782,146.1658112
-38.9012672,143.57647969999996
-36.627061600000005,147.98534519999998
-37.382979999999996,148.4406544
-38.9469484,145.27570380000003
-37.2363835,144.81100659999998
-36.997065899999996,143.8931479
-36.8666195,142.9249137
-38.579166,146.8161321
-38.9753807,146.4222118
-36.5265706,148.3918947
-37.693276399999995,144.6195523
-36.6373946,146.9666179
-38.3179028,143.3136818
-37.3658377,146.68703680000002
-38.1016043,148.2043311
-38.665265500000004,146.6791826
-37.9257556,144.26790649999998
-38.354394799999994,146.22109030000001
-38.0975235,142.837987
-36.879417,147.442205
-37.9190102,146.30832959999998
-38.2910405,147.4709613
-38.4552451,145.9271069
-38.9331662,145.7178749
-36.8393567,147.40634450000002
-37.814292200000004,143.3221344
-37.798746,148.1303048
-36.588018100000006,142.9546096
-37.4992718,144.0378236
-37.3462386,147.2328629
-36.5270287,148.2713211
-37.2911476,147.34985880000002
-36.9027026,147.432649
-36.898832500000005,147.5109565
-38.2626342,147.3880244
-37.4242339,147.9269521
-37.6062926,143.4398407
-36.8692342,144.0296274
-38.2499995,148.3324711
-36.560647100000004,142.8922769
-38.7632985,144.2515355
-38.813050200000006,143.5678831
-37.1773583,143.8355299
-38.920014200000004,145.6174178
-38.3172937,143.79524630000003
-38.0231323,145.3967471
-38.9967384,143.6723106
-37.7600998,146.8197401
-37.70243370000001,146.4323785
-37.2286133,143.6261813
-37.4884024,146.9688619
-36.5207205,145.30670869999997
-38.7283068,146.68409219999998
-36.6617964,146.7348145
-38.149784000000004,148.2977746
-37.982907700000005,143.655768
-38.0598339,143.7589285
-38.9627591,143.46150669999997
-38.0976363,143.6904325
-36.6616311,144.55767969999997
-37.5142025,146.3100739
-37.253117100000004,144.09010080000002
-38.207555,142.8097979
-37.9524532,143.69688180000003
-38.3959944,147.4346206
-38.4962407,146.11664309999998
-37.2437477,148.42210219999998
-37.248689500000005,144.09094530000002
-37.7509289,146.34950669999998
-38.18809470000001,146.5604259
-38.5119458,145.4050967
-37.8268859,145.74090719999998
-38.909228000000006,143.45609480000002
-38.4829125,145.47605869999998
-38.35407,145.5336445
-36.649207000000004,146.97628740000002
-37.410148299999996,147.1880632
-38.5311091,146.1789885
-38.9909602,145.6246484
-37.2359782,148.3515599
-38.0560939,148.3959628
-38.9115911,147.1888738
-37.653023299999994,143.7423795
-37.5948583,142.8817101
-37.6557532,142.98377230000003
-38.541605100000005,147.8034782
-36.641592100000004,143.7073435
-38.538847499999996,143.176574
-37.223434000000005,146.28195369999997
-38.9112259,145.1771201
-38.0955206,145.3833965
-37.427032000000004,147.2763182
-37.268013200000006,148.41349169999998
-37.8797035,147.71002819999998
-36.547918700000004,145.0759458
-36.625059,145.01391740000003
-38.0631699,142.8347389
-38.3086331,143.2696139
-38.391108700000004,147.5058249
